instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
10258,08/03/2012,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,204
10259,08/03/2012,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,251
10260,08/03/2012,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,233
10261,08/03/2012,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,203
10262,08/03/2012,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,185
10263,08/03/2012,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,342
10264,08/03/2012,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,597
10265,08/03/2012,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,590
10266,08/03/2012,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,416
10267,08/03/2012,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,302
10268,08/03/2012,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,233
10269,08/03/2012,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,153
10270,08/03/2012,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,94
10271,09/03/2012,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,54
10272,09/03/2012,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,26
10273,09/03/2012,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,11
10274,09/03/2012,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,7
10275,09/03/2012,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,1
10276,09/03/2012,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,29
10277,09/03/2012,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,85
10278,09/03/2012,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,268
10279,09/03/2012,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,501
10280,09/03/2012,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,284
10281,09/03/2012,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,159
10282,09/03/2012,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,187
10283,09/03/2012,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,201
10284,09/03/2012,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,224
10285,09/03/2012,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,178
10286,09/03/2012,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,238
10287,09/03/2012,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,343
10288,09/03/2012,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,566
10289,09/03/2012,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,470
10290,09/03/2012,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,244
10291,09/03/2012,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,159
10292,09/03/2012,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,141
10293,09/03/2012,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,107
10294,09/03/2012,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,86
10295,10/03/2012,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,77
10296,10/03/2012,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,51
10297,10/03/2012,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,42
10298,10/03/2012,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,16
10299,10/03/2012,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,4
10300,10/03/2012,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,10
10301,10/03/2012,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,12
10302,10/03/2012,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,40
10303,10/03/2012,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,111
10304,10/03/2012,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,148
10305,10/03/2012,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,223
10306,10/03/2012,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,274
10307,10/03/2012,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,329
10308,10/03/2012,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,357
10309,10/03/2012,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,379
10310,10/03/2012,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0,406
10311,10/03/2012,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0,390
10312,10/03/2012,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0,354
10313,10/03/2012,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,297
10314,10/03/2012,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0,184
10315,10/03/2012,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,121
10316,10/03/2012,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,110
10317,10/03/2012,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,100
10318,10/03/2012,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,83
10319,11/03/2012,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,69
10320,11/03/2012,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,61
10321,11/03/2012,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,66
10322,11/03/2012,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,22
10323,11/03/2012,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,7
10324,11/03/2012,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,10
10325,11/03/2012,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,17
10326,11/03/2012,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,72
10327,11/03/2012,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,90
10328,11/03/2012,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,218
10329,11/03/2012,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,299
10330,11/03/2012,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,410
10331,11/03/2012,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,464
10332,11/03/2012,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,501
10333,11/03/2012,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,487
10334,11/03/2012,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,509
10335,11/03/2012,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,498
10336,11/03/2012,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,389
10337,11/03/2012,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,258
10338,11/03/2012,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,171
10339,11/03/2012,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,147
10340,11/03/2012,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,94
10341,11/03/2012,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,52
10342,12/03/2012,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,24
10343,12/03/2012,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,10
10344,12/03/2012,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,9
10345,12/03/2012,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,2
10346,12/03/2012,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,3
10347,12/03/2012,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,16
10348,12/03/2012,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,88
10349,12/03/2012,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,268
10350,12/03/2012,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,564
10351,12/03/2012,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,281
10352,12/03/2012,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,137
10353,12/03/2012,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,150
10354,12/03/2012,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,221
10355,12/03/2012,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,250
10356,12/03/2012,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,221
10357,12/03/2012,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,233
10358,12/03/2012,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,332
10359,12/03/2012,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,644
10360,12/03/2012,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,712
10361,12/03/2012,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,446
10362,12/03/2012,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,286
10363,12/03/2012,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,205
10364,12/03/2012,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,133
10365,12/03/2012,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,63
10366,13/03/2012,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,26
10367,13/03/2012,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,16
10368,13/03/2012,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,1
10369,13/03/2012,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,2
10370,13/03/2012,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,1
10371,13/03/2012,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,24
10372,13/03/2012,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,113
10373,13/03/2012,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,308
10374,13/03/2012,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,593
10375,13/03/2012,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,342
10376,13/03/2012,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,143
10377,13/03/2012,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,219
10378,13/03/2012,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,244
10379,13/03/2012,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,233
10380,13/03/2012,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,212
10381,13/03/2012,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,264
10382,13/03/2012,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,365
10383,13/03/2012,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,676
10384,13/03/2012,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,734
10385,13/03/2012,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,479
10386,13/03/2012,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,351
10387,13/03/2012,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,244
10388,13/03/2012,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,170
10389,13/03/2012,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,87
10390,14/03/2012,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,39
10391,14/03/2012,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,27
10392,14/03/2012,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,2
10393,14/03/2012,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,4
10394,14/03/2012,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,5
10395,14/03/2012,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,27
10396,14/03/2012,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,121
10397,14/03/2012,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,368
10398,14/03/2012,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0,662
10399,14/03/2012,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0,351
10400,14/03/2012,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,188
10401,14/03/2012,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,220
10402,14/03/2012,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0,267
10403,14/03/2012,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,254
10404,14/03/2012,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,224
10405,14/03/2012,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0,283
10406,14/03/2012,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,356
10407,14/03/2012,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,782
10408,14/03/2012,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,749
10409,14/03/2012,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,472
10410,14/03/2012,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,330
10411,14/03/2012,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,288
10412,14/03/2012,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,202
10413,14/03/2012,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,91
10414,15/03/2012,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,60
10415,15/03/2012,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,23
10416,15/03/2012,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0,19
10417,15/03/2012,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0,7
10418,15/03/2012,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,14
10419,15/03/2012,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0,26
10420,15/03/2012,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,117
10421,15/03/2012,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,381
10422,15/03/2012,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,623
10423,15/03/2012,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,315
10424,15/03/2012,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,164
10425,15/03/2012,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,211
10426,15/03/2012,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,265
10427,15/03/2012,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,273
10428,15/03/2012,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,258
10429,15/03/2012,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,287
10430,15/03/2012,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,426
10431,15/03/2012,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,713
10432,15/03/2012,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,746
10433,15/03/2012,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,425
10434,15/03/2012,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,330
10435,15/03/2012,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,243
10436,15/03/2012,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,169
10437,15/03/2012,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,97
10438,16/03/2012,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,57
10439,16/03/2012,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,26
10440,16/03/2012,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,4
10441,16/03/2012,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,3
10442,16/03/2012,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,3
10443,16/03/2012,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,32
10444,16/03/2012,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,99
10445,16/03/2012,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,278
10446,16/03/2012,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,562
10447,16/03/2012,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0,312
10448,16/03/2012,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,180
10449,16/03/2012,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0,207
10450,16/03/2012,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,294
10451,16/03/2012,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,260
10452,16/03/2012,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0,202
10453,16/03/2012,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,107
10454,16/03/2012,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0,129
10455,16/03/2012,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,258
10456,16/03/2012,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
10457,16/03/2012,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0,296
10458,16/03/2012,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0,235
10459,16/03/2012,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0,152
10460,16/03/2012,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0,148
10461,16/03/2012,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0,126
10462,17/03/2012,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,100
10463,17/03/2012,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0,69
10464,17/03/2012,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0,42
10465,17/03/2012,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0,26
10466,17/03/2012,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0,2
10467,17/03/2012,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,8
10468,17/03/2012,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,30
10469,17/03/2012,1,1,3,7,0,6,0,2,0.4,0.4091,1,0.1343,86
10470,17/03/2012,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,218
10471,17/03/2012,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,321
10472,17/03/2012,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,443
10473,17/03/2012,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,585
10474,17/03/2012,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,651
10475,17/03/2012,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,686
10476,17/03/2012,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,690
10477,17/03/2012,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,679
10478,17/03/2012,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0,685
10479,17/03/2012,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,648
10480,17/03/2012,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,560
10481,17/03/2012,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,417
10482,17/03/2012,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,271
10483,17/03/2012,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,223
10484,17/03/2012,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0,211
10485,17/03/2012,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,185
10486,18/03/2012,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,107
10487,18/03/2012,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,113
10488,18/03/2012,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,56
10489,18/03/2012,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,18
10490,18/03/2012,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,14
10491,18/03/2012,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,6
10492,18/03/2012,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,11
10493,18/03/2012,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,42
10494,18/03/2012,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,96
10495,18/03/2012,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,178
10496,18/03/2012,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,351
10497,18/03/2012,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,368
10498,18/03/2012,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,503
10499,18/03/2012,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,544
10500,18/03/2012,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,521
10501,18/03/2012,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,554
10502,18/03/2012,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,541
10503,18/03/2012,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,541
10504,18/03/2012,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,459
10505,18/03/2012,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,352
10506,18/03/2012,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,198
10507,18/03/2012,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,173
10508,18/03/2012,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,100
10509,18/03/2012,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,46
10510,19/03/2012,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,23
10511,19/03/2012,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,15
10512,19/03/2012,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,8
10513,19/03/2012,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,2
10514,19/03/2012,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0,3
10515,19/03/2012,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0,31
10516,19/03/2012,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,120
10517,19/03/2012,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,354
10518,19/03/2012,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,579
10519,19/03/2012,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,331
10520,19/03/2012,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,184
10521,19/03/2012,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,201
10522,19/03/2012,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,282
10523,19/03/2012,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,263
10524,19/03/2012,1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,260
10525,19/03/2012,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,286
10526,19/03/2012,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,385
10527,19/03/2012,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,721
10528,19/03/2012,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801
10529,19/03/2012,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,549
10530,19/03/2012,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,330
10531,19/03/2012,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,223
10532,19/03/2012,1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,148
10533,19/03/2012,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,54
10534,20/03/2012,1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,29
10535,20/03/2012,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0,15
10536,20/03/2012,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,10
10537,20/03/2012,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0,3
10538,20/03/2012,1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,6
10539,20/03/2012,1,1,3,5,0,2,1,2,0.52,0.5,0.94,0,20
10540,20/03/2012,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,100
10541,20/03/2012,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,170
10542,20/03/2012,1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,516
10543,20/03/2012,1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,325
10544,20/03/2012,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,163
10545,20/03/2012,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,230
10546,20/03/2012,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,261
10547,20/03/2012,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,284
10548,20/03/2012,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,248
10549,20/03/2012,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,244
10550,20/03/2012,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,431
10551,20/03/2012,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,750
10552,20/03/2012,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,801
10553,20/03/2012,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,555
10554,20/03/2012,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,377
10555,20/03/2012,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0,277
10556,20/03/2012,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0,188
10557,20/03/2012,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0,90
10558,21/03/2012,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0,33
10559,21/03/2012,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,26
10560,21/03/2012,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,10
10561,21/03/2012,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,8
10562,21/03/2012,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,4
10563,21/03/2012,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,39
